Facility ID,Facility Name,Audience,Prompt Version,Performance Evidence,Context Evidence,Prompt,Split
140065,UCHICAGO MEDICINE ADVENTHEALTH LA GRANGE,Patient Friendly,1,"Facility: UCHICAGO MEDICINE ADVENTHEALTH LA GRANGE

Strengths:
  Patient Survey
  Relative Performance: 1.11 SD from cohort

  Key Measures:
    - Communication about medicines: 4.00 Stars
      Cohort Mean: 2.25 | Higher is Better
    - Quietness: 4.00 Stars
      Cohort Mean: 2.78 | Higher is Better

Weaknesses:
  Healthcare-Associated Infections

  Key Measures:
    - Clostridium Difficile: 0.92 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.34 | Lower is Better
    - CAUTI (ICU + select Wards): 0.00 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.50 | Lower is Better",,"Rewrite the hospital information for a patient with no healthcare background. Use plain everyday language, short sentences, and explain unfamiliar terms simply. Preserve all numbers, comparisons, and performance meaning. Use contextual measures only as supporting information, not as indicators of performance. Use only the evidence provided.

Performance Evidence:
Facility: UCHICAGO MEDICINE ADVENTHEALTH LA GRANGE

Strengths:
  Patient Survey
  Relative Performance: 1.11 SD from cohort

  Key Measures:
    - Communication about medicines: 4.00 Stars
      Cohort Mean: 2.25 | Higher is Better
    - Quietness: 4.00 Stars
      Cohort Mean: 2.78 | Higher is Better

Weaknesses:
  Healthcare-Associated Infections

  Key Measures:
    - Clostridium Difficile: 0.92 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.34 | Lower is Better
    - CAUTI (ICU + select Wards): 0.00 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.50 | Lower is Better

Narrative:",Testing
140065,UCHICAGO MEDICINE ADVENTHEALTH LA GRANGE,Executive Summary,1,"Facility: UCHICAGO MEDICINE ADVENTHEALTH LA GRANGE

Strengths:
  Patient Survey
  Relative Performance: 1.11 SD from cohort

  Key Measures:
    - Communication about medicines: 4.00 Stars
      Cohort Mean: 2.25 | Higher is Better
    - Quietness: 4.00 Stars
      Cohort Mean: 2.78 | Higher is Better

Weaknesses:
  Healthcare-Associated Infections

  Key Measures:
    - Clostridium Difficile: 0.92 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.34 | Lower is Better
    - CAUTI (ICU + select Wards): 0.00 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.50 | Lower is Better",,"Rewrite the hospital information as a concise executive briefing for hospital leadership. Prioritize the strongest domain, major risks, and the most important benchmark comparisons. Preserve all quantitative evidence. Use contextual measures only as supporting information, not as indicators of performance. Use only the evidence provided.

Performance Evidence:
Facility: UCHICAGO MEDICINE ADVENTHEALTH LA GRANGE

Strengths:
  Patient Survey
  Relative Performance: 1.11 SD from cohort

  Key Measures:
    - Communication about medicines: 4.00 Stars
      Cohort Mean: 2.25 | Higher is Better
    - Quietness: 4.00 Stars
      Cohort Mean: 2.78 | Higher is Better

Weaknesses:
  Healthcare-Associated Infections

  Key Measures:
    - Clostridium Difficile: 0.92 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.34 | Lower is Better
    - CAUTI (ICU + select Wards): 0.00 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.50 | Lower is Better

Narrative:",Testing
140065,UCHICAGO MEDICINE ADVENTHEALTH LA GRANGE,Clinical,1,"Facility: UCHICAGO MEDICINE ADVENTHEALTH LA GRANGE

Strengths:
  Patient Survey
  Relative Performance: 1.11 SD from cohort

  Key Measures:
    - Communication about medicines: 4.00 Stars
      Cohort Mean: 2.25 | Higher is Better
    - Quietness: 4.00 Stars
      Cohort Mean: 2.78 | Higher is Better

Weaknesses:
  Timely and Effective Care

  Key Measures:
    - Septic Shock 3-Hour Bundle: 77.00 Percent
      Cohort Mean: 71.21 | Higher is Better
    - Septic Shock 6-Hour Bundle: 91.00 Percent
      Cohort Mean: 85.81 | Higher is Better","Context:
  Healthcare-Associated Infections
    - CLABSI (ICU + select Wards): 2540.0 Device Days
    - CLABSI (ICU + select Wards): 0.0 Cases","Rewrite the hospital information for healthcare professionals. Use appropriate clinical terminology, retain measure-specific detail, and report quantitative comparisons precisely. Do not infer causation or statistical significance. Use contextual measures only as supporting information, not as indicators of performance. Use only the evidence provided.

Performance Evidence:
Facility: UCHICAGO MEDICINE ADVENTHEALTH LA GRANGE

Strengths:
  Patient Survey
  Relative Performance: 1.11 SD from cohort

  Key Measures:
    - Communication about medicines: 4.00 Stars
      Cohort Mean: 2.25 | Higher is Better
    - Quietness: 4.00 Stars
      Cohort Mean: 2.78 | Higher is Better

Weaknesses:
  Timely and Effective Care

  Key Measures:
    - Septic Shock 3-Hour Bundle: 77.00 Percent
      Cohort Mean: 71.21 | Higher is Better
    - Septic Shock 6-Hour Bundle: 91.00 Percent
      Cohort Mean: 85.81 | Higher is Better

Supporting Context:
Context:
  Healthcare-Associated Infections
    - CLABSI (ICU + select Wards): 2540.0 Device Days
    - CLABSI (ICU + select Wards): 0.0 Cases

Narrative:",Testing
140065,UCHICAGO MEDICINE ADVENTHEALTH LA GRANGE,Community Report,1,"Facility: UCHICAGO MEDICINE ADVENTHEALTH LA GRANGE

Strengths:
  Patient Survey
  Relative Performance: 1.11 SD from cohort

  Key Measures:
    - Communication about medicines: 4.00 Stars
      Cohort Mean: 2.25 | Higher is Better
    - Quietness: 4.00 Stars
      Cohort Mean: 2.78 | Higher is Better

Weaknesses:
  Healthcare-Associated Infections

  Key Measures:
    - Clostridium Difficile: 0.92 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.34 | Lower is Better
    - CAUTI (ICU + select Wards): 0.00 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.50 | Lower is Better",,"Rewrite the hospital information for a public community report. Use accessible, neutral language and explain the main strengths and weaknesses without technical detail. Preserve all important numerical facts. Use contextual measures only as supporting information, not as indicators of performance. Use only the evidence provided.

Performance Evidence:
Facility: UCHICAGO MEDICINE ADVENTHEALTH LA GRANGE

Strengths:
  Patient Survey
  Relative Performance: 1.11 SD from cohort

  Key Measures:
    - Communication about medicines: 4.00 Stars
      Cohort Mean: 2.25 | Higher is Better
    - Quietness: 4.00 Stars
      Cohort Mean: 2.78 | Higher is Better

Weaknesses:
  Healthcare-Associated Infections

  Key Measures:
    - Clostridium Difficile: 0.92 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.34 | Lower is Better
    - CAUTI (ICU + select Wards): 0.00 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.50 | Lower is Better

Narrative:",Testing
450058,BAPTIST MEDICAL CENTER,Patient Friendly,1,"Facility: BAPTIST MEDICAL CENTER

Strengths:
  Healthcare-Associated Infections
  Overall: Better than the National Benchmark
  Relative Performance: 0.57 SD from cohort

  Key Measures:
    - Clostridium Difficile: 0.15 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.34 | Lower is Better
    - SSI (Colon Surgery): 0.33 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.83 | Lower is Better

Weaknesses:
  Patient Survey

  Key Measures:
    - Doctor communication: 2.00 Stars
      Cohort Mean: 2.97 | Higher is Better
    - Recommend hospital: 2.00 Stars
      Cohort Mean: 3.41 | Higher is Better",,"Rewrite the hospital information for a patient with no healthcare background. Use plain everyday language, short sentences, and explain unfamiliar terms simply. Preserve all numbers, comparisons, and performance meaning. Use contextual measures only as supporting information, not as indicators of performance. Use only the evidence provided.

Performance Evidence:
Facility: BAPTIST MEDICAL CENTER

Strengths:
  Healthcare-Associated Infections
  Overall: Better than the National Benchmark
  Relative Performance: 0.57 SD from cohort

  Key Measures:
    - Clostridium Difficile: 0.15 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.34 | Lower is Better
    - SSI (Colon Surgery): 0.33 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.83 | Lower is Better

Weaknesses:
  Patient Survey

  Key Measures:
    - Doctor communication: 2.00 Stars
      Cohort Mean: 2.97 | Higher is Better
    - Recommend hospital: 2.00 Stars
      Cohort Mean: 3.41 | Higher is Better

Narrative:",Testing
450058,BAPTIST MEDICAL CENTER,Executive Summary,1,"Facility: BAPTIST MEDICAL CENTER

Strengths:
  Healthcare-Associated Infections
  Overall: Better than the National Benchmark
  Relative Performance: 0.57 SD from cohort

  Key Measures:
    - Clostridium Difficile: 0.15 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.34 | Lower is Better
    - SSI (Colon Surgery): 0.33 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.83 | Lower is Better

Weaknesses:
  Patient Survey

  Key Measures:
    - Doctor communication: 2.00 Stars
      Cohort Mean: 2.97 | Higher is Better
    - Recommend hospital: 2.00 Stars
      Cohort Mean: 3.41 | Higher is Better",,"Rewrite the hospital information as a concise executive briefing for hospital leadership. Prioritize the strongest domain, major risks, and the most important benchmark comparisons. Preserve all quantitative evidence. Use contextual measures only as supporting information, not as indicators of performance. Use only the evidence provided.

Performance Evidence:
Facility: BAPTIST MEDICAL CENTER

Strengths:
  Healthcare-Associated Infections
  Overall: Better than the National Benchmark
  Relative Performance: 0.57 SD from cohort

  Key Measures:
    - Clostridium Difficile: 0.15 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.34 | Lower is Better
    - SSI (Colon Surgery): 0.33 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.83 | Lower is Better

Weaknesses:
  Patient Survey

  Key Measures:
    - Doctor communication: 2.00 Stars
      Cohort Mean: 2.97 | Higher is Better
    - Recommend hospital: 2.00 Stars
      Cohort Mean: 3.41 | Higher is Better

Narrative:",Testing
450058,BAPTIST MEDICAL CENTER,Clinical,1,"Facility: BAPTIST MEDICAL CENTER

Strengths:
  Healthcare-Associated Infections
  Overall: Better than the National Benchmark
  Relative Performance: 0.52 SD from cohort

  Key Measures:
    - CLABSI (ICU + select Wards): 0.24 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.55 | Lower is Better
    - CAUTI (ICU + select Wards): 0.31 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.50 | Lower is Better

Weaknesses:
  Patient Survey

  Key Measures:
    - Doctor communication: 2.00 Stars
      Cohort Mean: 2.97 | Higher is Better
    - Recommend hospital: 2.00 Stars
      Cohort Mean: 3.41 | Higher is Better","Context:
  Healthcare-Associated Infections
    - CLABSI (ICU + select Wards): 23110.0 Device Days
    - CLABSI (ICU + select Wards): 5.0 Cases","Rewrite the hospital information for healthcare professionals. Use appropriate clinical terminology, retain measure-specific detail, and report quantitative comparisons precisely. Do not infer causation or statistical significance. Use contextual measures only as supporting information, not as indicators of performance. Use only the evidence provided.

Performance Evidence:
Facility: BAPTIST MEDICAL CENTER

Strengths:
  Healthcare-Associated Infections
  Overall: Better than the National Benchmark
  Relative Performance: 0.52 SD from cohort

  Key Measures:
    - CLABSI (ICU + select Wards): 0.24 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.55 | Lower is Better
    - CAUTI (ICU + select Wards): 0.31 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.50 | Lower is Better

Weaknesses:
  Patient Survey

  Key Measures:
    - Doctor communication: 2.00 Stars
      Cohort Mean: 2.97 | Higher is Better
    - Recommend hospital: 2.00 Stars
      Cohort Mean: 3.41 | Higher is Better

Supporting Context:
Context:
  Healthcare-Associated Infections
    - CLABSI (ICU + select Wards): 23110.0 Device Days
    - CLABSI (ICU + select Wards): 5.0 Cases

Narrative:",Testing
450058,BAPTIST MEDICAL CENTER,Community Report,1,"Facility: BAPTIST MEDICAL CENTER

Strengths:
  Healthcare-Associated Infections
  Overall: Better than the National Benchmark
  Relative Performance: 0.57 SD from cohort

  Key Measures:
    - Clostridium Difficile: 0.15 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.34 | Lower is Better
    - SSI (Colon Surgery): 0.33 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.83 | Lower is Better

Weaknesses:
  Patient Survey

  Key Measures:
    - Doctor communication: 2.00 Stars
      Cohort Mean: 2.97 | Higher is Better
    - Recommend hospital: 2.00 Stars
      Cohort Mean: 3.41 | Higher is Better",,"Rewrite the hospital information for a public community report. Use accessible, neutral language and explain the main strengths and weaknesses without technical detail. Preserve all important numerical facts. Use contextual measures only as supporting information, not as indicators of performance. Use only the evidence provided.

Performance Evidence:
Facility: BAPTIST MEDICAL CENTER

Strengths:
  Healthcare-Associated Infections
  Overall: Better than the National Benchmark
  Relative Performance: 0.57 SD from cohort

  Key Measures:
    - Clostridium Difficile: 0.15 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.34 | Lower is Better
    - SSI (Colon Surgery): 0.33 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.83 | Lower is Better

Weaknesses:
  Patient Survey

  Key Measures:
    - Doctor communication: 2.00 Stars
      Cohort Mean: 2.97 | Higher is Better
    - Recommend hospital: 2.00 Stars
      Cohort Mean: 3.41 | Higher is Better

Narrative:",Testing
050517,VICTOR VALLEY GLOBAL MEDICAL CENTER,Patient Friendly,1,"Facility: VICTOR VALLEY GLOBAL MEDICAL CENTER

Strengths:
  Healthcare-Associated Infections
  Overall: No Different than National Benchmark
  Relative Performance: -0.33 SD from cohort

  Key Measures:
    - CLABSI (ICU + select Wards): 0.00 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.55 | Lower is Better
    - CAUTI (ICU + select Wards): 0.39 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.50 | Lower is Better

Weaknesses:
  Patient Survey

  Key Measures:
    - Doctor communication: 1.00 Stars
      Cohort Mean: 2.97 | Higher is Better
    - Discharge information: 1.00 Stars
      Cohort Mean: 3.10 | Higher is Better",,"Rewrite the hospital information for a patient with no healthcare background. Use plain everyday language, short sentences, and explain unfamiliar terms simply. Preserve all numbers, comparisons, and performance meaning. Use contextual measures only as supporting information, not as indicators of performance. Use only the evidence provided.

Performance Evidence:
Facility: VICTOR VALLEY GLOBAL MEDICAL CENTER

Strengths:
  Healthcare-Associated Infections
  Overall: No Different than National Benchmark
  Relative Performance: -0.33 SD from cohort

  Key Measures:
    - CLABSI (ICU + select Wards): 0.00 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.55 | Lower is Better
    - CAUTI (ICU + select Wards): 0.39 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.50 | Lower is Better

Weaknesses:
  Patient Survey

  Key Measures:
    - Doctor communication: 1.00 Stars
      Cohort Mean: 2.97 | Higher is Better
    - Discharge information: 1.00 Stars
      Cohort Mean: 3.10 | Higher is Better

Narrative:",Testing
050517,VICTOR VALLEY GLOBAL MEDICAL CENTER,Executive Summary,1,"Facility: VICTOR VALLEY GLOBAL MEDICAL CENTER

Strengths:
  Healthcare-Associated Infections
  Overall: No Different than National Benchmark
  Relative Performance: -0.33 SD from cohort

  Key Measures:
    - CLABSI (ICU + select Wards): 0.00 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.55 | Lower is Better
    - CAUTI (ICU + select Wards): 0.39 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.50 | Lower is Better

Weaknesses:
  Patient Survey

  Key Measures:
    - Doctor communication: 1.00 Stars
      Cohort Mean: 2.97 | Higher is Better
    - Discharge information: 1.00 Stars
      Cohort Mean: 3.10 | Higher is Better",,"Rewrite the hospital information as a concise executive briefing for hospital leadership. Prioritize the strongest domain, major risks, and the most important benchmark comparisons. Preserve all quantitative evidence. Use contextual measures only as supporting information, not as indicators of performance. Use only the evidence provided.

Performance Evidence:
Facility: VICTOR VALLEY GLOBAL MEDICAL CENTER

Strengths:
  Healthcare-Associated Infections
  Overall: No Different than National Benchmark
  Relative Performance: -0.33 SD from cohort

  Key Measures:
    - CLABSI (ICU + select Wards): 0.00 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.55 | Lower is Better
    - CAUTI (ICU + select Wards): 0.39 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.50 | Lower is Better

Weaknesses:
  Patient Survey

  Key Measures:
    - Doctor communication: 1.00 Stars
      Cohort Mean: 2.97 | Higher is Better
    - Discharge information: 1.00 Stars
      Cohort Mean: 3.10 | Higher is Better

Narrative:",Testing
050517,VICTOR VALLEY GLOBAL MEDICAL CENTER,Clinical,1,"Facility: VICTOR VALLEY GLOBAL MEDICAL CENTER

Strengths:
  Healthcare-Associated Infections
  Overall: No Different than National Benchmark
  Relative Performance: 0.66 SD from cohort

  Key Measures:
    - CLABSI (ICU + select Wards): 0.00 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.55 | Lower is Better
    - CAUTI (ICU + select Wards): 0.39 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.50 | Lower is Better

Weaknesses:
  Patient Survey

  Key Measures:
    - Doctor communication: 1.00 Stars
      Cohort Mean: 2.97 | Higher is Better
    - Discharge information: 1.00 Stars
      Cohort Mean: 3.10 | Higher is Better","Context:
  Healthcare-Associated Infections
    - CLABSI (ICU + select Wards): 2692.0 Device Days
    - CLABSI (ICU + select Wards): 0.0 Cases","Rewrite the hospital information for healthcare professionals. Use appropriate clinical terminology, retain measure-specific detail, and report quantitative comparisons precisely. Do not infer causation or statistical significance. Use contextual measures only as supporting information, not as indicators of performance. Use only the evidence provided.

Performance Evidence:
Facility: VICTOR VALLEY GLOBAL MEDICAL CENTER

Strengths:
  Healthcare-Associated Infections
  Overall: No Different than National Benchmark
  Relative Performance: 0.66 SD from cohort

  Key Measures:
    - CLABSI (ICU + select Wards): 0.00 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.55 | Lower is Better
    - CAUTI (ICU + select Wards): 0.39 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.50 | Lower is Better

Weaknesses:
  Patient Survey

  Key Measures:
    - Doctor communication: 1.00 Stars
      Cohort Mean: 2.97 | Higher is Better
    - Discharge information: 1.00 Stars
      Cohort Mean: 3.10 | Higher is Better

Supporting Context:
Context:
  Healthcare-Associated Infections
    - CLABSI (ICU + select Wards): 2692.0 Device Days
    - CLABSI (ICU + select Wards): 0.0 Cases

Narrative:",Testing
050517,VICTOR VALLEY GLOBAL MEDICAL CENTER,Community Report,1,"Facility: VICTOR VALLEY GLOBAL MEDICAL CENTER

Strengths:
  Healthcare-Associated Infections
  Overall: No Different than National Benchmark
  Relative Performance: -0.33 SD from cohort

  Key Measures:
    - CLABSI (ICU + select Wards): 0.00 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.55 | Lower is Better
    - CAUTI (ICU + select Wards): 0.39 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.50 | Lower is Better

Weaknesses:
  Patient Survey

  Key Measures:
    - Doctor communication: 1.00 Stars
      Cohort Mean: 2.97 | Higher is Better
    - Discharge information: 1.00 Stars
      Cohort Mean: 3.10 | Higher is Better",,"Rewrite the hospital information for a public community report. Use accessible, neutral language and explain the main strengths and weaknesses without technical detail. Preserve all important numerical facts. Use contextual measures only as supporting information, not as indicators of performance. Use only the evidence provided.

Performance Evidence:
Facility: VICTOR VALLEY GLOBAL MEDICAL CENTER

Strengths:
  Healthcare-Associated Infections
  Overall: No Different than National Benchmark
  Relative Performance: -0.33 SD from cohort

  Key Measures:
    - CLABSI (ICU + select Wards): 0.00 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.55 | Lower is Better
    - CAUTI (ICU + select Wards): 0.39 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.50 | Lower is Better

Weaknesses:
  Patient Survey

  Key Measures:
    - Doctor communication: 1.00 Stars
      Cohort Mean: 2.97 | Higher is Better
    - Discharge information: 1.00 Stars
      Cohort Mean: 3.10 | Higher is Better

Narrative:",Testing
080004,"BAYHEALTH MEDICAL CENTER, KENT CAMPUS",Patient Friendly,1,"Facility: BAYHEALTH MEDICAL CENTER, KENT CAMPUS

Strengths:
  Healthcare-Associated Infections
  Overall: No Different than National Benchmark
  Relative Performance: 0.21 SD from cohort

  Key Measures:
    - MRSA Bacteremia: 0.20 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.69 | Lower is Better
    - Clostridium Difficile: 0.25 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.34 | Lower is Better

Weaknesses:
  Timely and Effective Care

  Key Measures:
    - Severe Sepsis 3-Hour Bundle: 61.00 Percent
      Cohort Mean: 79.54 | Higher is Better
    - Severe Sepsis and Septic Shock Care: 35.00 Percent
      Cohort Mean: 62.75 | Higher is Better",,"Rewrite the hospital information for a patient with no healthcare background. Use plain everyday language, short sentences, and explain unfamiliar terms simply. Preserve all numbers, comparisons, and performance meaning. Use contextual measures only as supporting information, not as indicators of performance. Use only the evidence provided.

Performance Evidence:
Facility: BAYHEALTH MEDICAL CENTER, KENT CAMPUS

Strengths:
  Healthcare-Associated Infections
  Overall: No Different than National Benchmark
  Relative Performance: 0.21 SD from cohort

  Key Measures:
    - MRSA Bacteremia: 0.20 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.69 | Lower is Better
    - Clostridium Difficile: 0.25 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.34 | Lower is Better

Weaknesses:
  Timely and Effective Care

  Key Measures:
    - Severe Sepsis 3-Hour Bundle: 61.00 Percent
      Cohort Mean: 79.54 | Higher is Better
    - Severe Sepsis and Septic Shock Care: 35.00 Percent
      Cohort Mean: 62.75 | Higher is Better

Narrative:",Testing
080004,"BAYHEALTH MEDICAL CENTER, KENT CAMPUS",Executive Summary,1,"Facility: BAYHEALTH MEDICAL CENTER, KENT CAMPUS

Strengths:
  Healthcare-Associated Infections
  Overall: No Different than National Benchmark
  Relative Performance: 0.21 SD from cohort

  Key Measures:
    - MRSA Bacteremia: 0.20 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.69 | Lower is Better
    - Clostridium Difficile: 0.25 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.34 | Lower is Better

Weaknesses:
  Timely and Effective Care

  Key Measures:
    - Severe Sepsis 3-Hour Bundle: 61.00 Percent
      Cohort Mean: 79.54 | Higher is Better
    - Severe Sepsis and Septic Shock Care: 35.00 Percent
      Cohort Mean: 62.75 | Higher is Better",,"Rewrite the hospital information as a concise executive briefing for hospital leadership. Prioritize the strongest domain, major risks, and the most important benchmark comparisons. Preserve all quantitative evidence. Use contextual measures only as supporting information, not as indicators of performance. Use only the evidence provided.

Performance Evidence:
Facility: BAYHEALTH MEDICAL CENTER, KENT CAMPUS

Strengths:
  Healthcare-Associated Infections
  Overall: No Different than National Benchmark
  Relative Performance: 0.21 SD from cohort

  Key Measures:
    - MRSA Bacteremia: 0.20 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.69 | Lower is Better
    - Clostridium Difficile: 0.25 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.34 | Lower is Better

Weaknesses:
  Timely and Effective Care

  Key Measures:
    - Severe Sepsis 3-Hour Bundle: 61.00 Percent
      Cohort Mean: 79.54 | Higher is Better
    - Severe Sepsis and Septic Shock Care: 35.00 Percent
      Cohort Mean: 62.75 | Higher is Better

Narrative:",Testing
080004,"BAYHEALTH MEDICAL CENTER, KENT CAMPUS",Clinical,1,"Facility: BAYHEALTH MEDICAL CENTER, KENT CAMPUS

Strengths:
  Healthcare-Associated Infections
  Overall: No Different than National Benchmark
  Relative Performance: -0.27 SD from cohort

  Key Measures:
    - CLABSI (ICU + select Wards): 0.63 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.55 | Lower is Better
    - CAUTI (ICU + select Wards): 0.68 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.50 | Lower is Better

Weaknesses:
  Timely and Effective Care

  Key Measures:
    - Severe Sepsis 3-Hour Bundle: 61.00 Percent
      Cohort Mean: 79.54 | Higher is Better
    - Severe Sepsis and Septic Shock Care: 35.00 Percent
      Cohort Mean: 62.75 | Higher is Better","Context:
  Healthcare-Associated Infections
    - CLABSI (ICU + select Wards): 5932.0 Device Days
    - CLABSI (ICU + select Wards): 4.0 Cases","Rewrite the hospital information for healthcare professionals. Use appropriate clinical terminology, retain measure-specific detail, and report quantitative comparisons precisely. Do not infer causation or statistical significance. Use contextual measures only as supporting information, not as indicators of performance. Use only the evidence provided.

Performance Evidence:
Facility: BAYHEALTH MEDICAL CENTER, KENT CAMPUS

Strengths:
  Healthcare-Associated Infections
  Overall: No Different than National Benchmark
  Relative Performance: -0.27 SD from cohort

  Key Measures:
    - CLABSI (ICU + select Wards): 0.63 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.55 | Lower is Better
    - CAUTI (ICU + select Wards): 0.68 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.50 | Lower is Better

Weaknesses:
  Timely and Effective Care

  Key Measures:
    - Severe Sepsis 3-Hour Bundle: 61.00 Percent
      Cohort Mean: 79.54 | Higher is Better
    - Severe Sepsis and Septic Shock Care: 35.00 Percent
      Cohort Mean: 62.75 | Higher is Better

Supporting Context:
Context:
  Healthcare-Associated Infections
    - CLABSI (ICU + select Wards): 5932.0 Device Days
    - CLABSI (ICU + select Wards): 4.0 Cases

Narrative:",Testing
080004,"BAYHEALTH MEDICAL CENTER, KENT CAMPUS",Community Report,1,"Facility: BAYHEALTH MEDICAL CENTER, KENT CAMPUS

Strengths:
  Healthcare-Associated Infections
  Overall: No Different than National Benchmark
  Relative Performance: 0.21 SD from cohort

  Key Measures:
    - MRSA Bacteremia: 0.20 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.69 | Lower is Better
    - Clostridium Difficile: 0.25 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.34 | Lower is Better

Weaknesses:
  Timely and Effective Care

  Key Measures:
    - Severe Sepsis 3-Hour Bundle: 61.00 Percent
      Cohort Mean: 79.54 | Higher is Better
    - Severe Sepsis and Septic Shock Care: 35.00 Percent
      Cohort Mean: 62.75 | Higher is Better",,"Rewrite the hospital information for a public community report. Use accessible, neutral language and explain the main strengths and weaknesses without technical detail. Preserve all important numerical facts. Use contextual measures only as supporting information, not as indicators of performance. Use only the evidence provided.

Performance Evidence:
Facility: BAYHEALTH MEDICAL CENTER, KENT CAMPUS

Strengths:
  Healthcare-Associated Infections
  Overall: No Different than National Benchmark
  Relative Performance: 0.21 SD from cohort

  Key Measures:
    - MRSA Bacteremia: 0.20 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.69 | Lower is Better
    - Clostridium Difficile: 0.25 Ratio (Observed/Predicted Cases)
      Cohort Mean: 0.34 | Lower is Better

Weaknesses:
  Timely and Effective Care

  Key Measures:
    - Severe Sepsis 3-Hour Bundle: 61.00 Percent
      Cohort Mean: 79.54 | Higher is Better
    - Severe Sepsis and Septic Shock Care: 35.00 Percent
      Cohort Mean: 62.75 | Higher is Better

Narrative:",Testing
